"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Eclipsed Merrow","WU","U","66845","3.89","20331","4.43","111669","78.6%","58.3%","21051","61.9%","27251","61.8%","48302","61.8%","60581","55.0%","6.8pp"
"Emptiness","WB","M","5165","1.65","2987","1.69","21953","87.0%","53.6%","3746","53.6%","5618","59.0%","9364","56.8%","12495","51.2%","5.6pp"
"Feisty Spikeling","WR","C","279036","5.51","40398","7.96","153345","60.8%","51.8%","27878","50.8%","36039","50.6%","63917","50.7%","87582","52.5%","-1.8pp"
"Figure of Fable","WG","R","8352","1.57","5851","1.60","51560","94.2%","57.8%","9732","65.5%","12819","62.2%","22551","63.6%","28436","53.0%","10.6pp"
"Flaring Cinder","UR","C","284209","6.14","48266","8.34","184803","60.4%","54.2%","33495","53.6%","49748","56.2%","83243","55.2%","98814","53.1%","2.1pp"
"Gangly Stompling","RG","C","275899","5.38","44505","7.71","188276","66.8%","53.6%","33250","52.9%","44838","54.3%","78088","53.7%","107553","53.3%","0.4pp"
"Glister Bairn","UG","U","93930","5.01","14784","7.01","48113","52.4%","50.6%","8065","48.9%","12585","54.4%","20650","52.3%","27502","49.5%","2.8pp"
"Grub's Command","BR","R","19652","3.12","6378","3.51","37008","70.2%","56.6%","6241","61.5%","9300","63.5%","15541","62.7%","20332","50.9%","11.8pp"
"High Perfect Morcant","BG","R","12872","2.28","5313","2.49","41106","82.9%","57.0%","7098","62.0%","10630","61.6%","17728","61.8%","21891","52.7%","9.1pp"
"Hovel Hurler","WR","U","73356","3.93","15020","5.04","71057","75.9%","51.9%","11803","49.3%","18349","55.5%","30152","53.1%","41236","51.1%","2.0pp"
"Kirol, Attentive First-Year","WR","R","20154","2.95","6759","3.34","36794","81.0%","52.5%","6440","51.2%","9459","53.7%","15899","52.7%","20976","52.2%","0.5pp"
"Lluwen, Imperfect Naturalist","BG","R","13863","2.32","6041","2.52","42903","85.6%","55.5%","8040","59.6%","10396","58.3%","18436","58.8%","23703","52.6%","6.3pp"
"Maralen, Fae Ascendant","UBG","R","14417","2.48","5763","2.65","38886","78.9%","55.1%","6532","57.4%","10238","62.3%","16770","60.4%","20932","50.1%","10.3pp"
"Merrow Skyswimmer","WU","C","224318","4.61","52943","5.88","279165","81.6%","55.9%","47570","55.2%","70070","58.4%","117640","57.1%","156675","54.6%","2.5pp"
"Mischievous Sneakling","UB","C","256695","4.89","46738","6.86","220352","75.1%","52.9%","40123","52.0%","53319","52.8%","93442","52.4%","123976","52.9%","-0.5pp"
"Morcant's Loyalist","BG","U","49496","3.15","17507","3.52","109026","84.2%","57.9%","19195","59.5%","27514","62.5%","46709","61.3%","58813","54.5%","6.8pp"
"Noggle Robber","RG","U","72902","3.90","20385","4.75","107370","81.8%","54.7%","19157","57.5%","27643","57.1%","46800","57.3%","60648","52.7%","4.6pp"
"Prideful Feastling","WB","C","249375","4.74","40047","6.80","184849","73.5%","53.0%","32536","51.8%","43488","53.8%","76024","52.9%","106378","52.8%","0.1pp"
"Raiding Schemes","RG","R","52134","6.07","6640","9.16","988","2.4%","42.8%","191","","227","","418","","572","45.3%",""
"Reaping Willow","WB","U","57592","3.28","16545","3.89","85983","79.6%","54.0%","14521","53.2%","22047","59.3%","36568","56.9%","49588","51.9%","5.0pp"
"Sanar, Innovative First-Year","UR","R","11613","2.03","7192","2.10","55278","92.6%","56.1%","9511","58.5%","15243","61.5%","24754","60.4%","30486","52.4%","8.0pp"
"Shadow Urchin","BR","R","18756","2.87","5799","3.24","33977","82.4%","52.5%","5998","52.5%","8798","54.5%","14796","53.7%","19338","51.6%","2.0pp"
"Stoic Grove-Guide","BG","C","274201","5.66","39267","8.06","152561","60.8%","54.7%","25377","51.0%","34535","53.9%","59912","52.6%","90931","55.7%","-3.1pp"
"Sygg's Command","WU","R","19793","3.06","6296","3.51","36232","74.2%","56.2%","6185","56.6%","9056","60.1%","15241","58.7%","19909","53.5%","5.2pp"
"Tam, Mindful First-Year","UG","R","12394","2.11","5887","2.22","40414","93.2%","53.1%","7383","53.2%","10237","54.1%","17620","53.7%","22882","52.7%","1.0pp"
"Thoughtweft Lieutenant","WG","U","65452","3.94","16666","4.59","84300","74.4%","56.5%","14990","59.8%","19111","58.0%","34101","58.8%","48415","54.4%","4.3pp"
"Trystan's Command","BG","R","12370","2.18","6470","2.29","48888","86.0%","57.6%","8120","59.8%","12562","66.2%","20682","63.7%","27223","52.3%","11.3pp"
"Twinflame Travelers","UR","U","68240","4.06","19129","4.67","101893","80.0%","54.9%","17120","54.8%","29280","58.6%","46400","57.2%","53356","52.3%","4.9pp"
"Vibrance","RG","M","5236","1.66","3208","1.70","25953","89.6%","56.2%","4591","60.2%","6844","62.3%","11435","61.5%","14036","51.5%","10.0pp"
"Voracious Tome-Skimmer","UB","U","99520","5.56","14729","7.67","33193","36.0%","50.9%","5990","51.7%","8731","53.7%","14721","52.9%","18541","49.2%","3.7pp"
"Wary Farmer","WG","C","262171","5.34","43148","7.39","187048","67.6%","54.7%","33591","54.8%","42882","54.8%","76473","54.8%","108342","54.4%","0.3pp"
"Wistfulness","UG","M","5020","1.62","3252","1.67","26634","92.4%","55.5%","4547","58.5%","7029","62.0%","11576","60.7%","14740","51.1%","9.5pp"
"Chronicle of Victory","","M","3548","1.20","3211","1.20","29542","98.4%","56.7%","5028","59.6%","7758","64.0%","12786","62.3%","16843","52.6%","9.7pp"
"Dawn-Blessed Pennant","","U","100174","5.11","15737","7.17","52353","52.4%","54.0%","9084","51.6%","12802","55.3%","21886","53.8%","30482","54.2%","-0.5pp"
"Firdoch Core","","C","306616","6.49","35710","9.69","63008","28.3%","50.2%","11418","49.1%","15621","52.0%","27039","50.8%","35241","49.5%","1.3pp"
"Foraging Wickermaw","","C","291784","5.97","52689","8.23","188926","57.1%","52.2%","36237","53.4%","47408","53.8%","83645","53.6%","105289","51.1%","2.5pp"
"Gathering Stone","","U","63603","3.80","21926","4.13","128199","86.7%","56.2%","21979","58.1%","32299","58.4%","54278","58.3%","74245","54.7%","3.6pp"
"Mirrormind Crown","","R","47124","5.52","5431","8.63","1787","5.2%","43.6%","268","","476","","744","39.4%","1044","46.7%","-7.4pp"
"Puca's Eye","","U","124664","6.87","18372","9.66","27663","24.1%","51.9%","4967","50.7%","7518","57.2%","12485","54.6%","15182","49.6%","5.0pp"
"Springleaf Drum","","U","118641","6.33","13707","9.42","21164","24.6%","50.3%","3811","51.4%","5037","49.0%","8848","50.0%","12319","50.5%","-0.5pp"
"Stalactite Dagger","","C","319247","6.94","39427","10.18","54004","21.6%","51.7%","9815","49.9%","12681","52.4%","22496","51.3%","31522","52.0%","-0.7pp"
"Blood Crypt","","R","35222","4.18","6084","5.79","20911","54.3%","52.4%","3923","53.3%","4987","51.8%","8910","52.4%","11769","52.3%","0.1pp"
"Eclipsed Realms","","U","107105","5.33","13013","7.96","55946","67.7%","53.8%","10322","54.0%","13258","53.6%","23580","53.7%","32266","53.8%","-0.0pp"
"Evolving Wilds","","C","245618","4.63","50724","6.37","301818","93.9%","54.3%","56400","56.4%","72549","53.0%","128949","54.5%","172410","54.1%","0.4pp"
"Hallowed Fountain","","R","33094","3.96","6316","5.32","25804","64.7%","53.3%","4811","54.5%","6416","51.7%","11227","52.9%","14304","53.6%","-0.6pp"
"Overgrown Tomb","","R","30906","3.74","6067","4.93","27321","70.3%","54.2%","5049","56.4%","6243","52.4%","11292","54.2%","15747","54.2%","0.0pp"
"Steam Vents","","R","34501","4.06","6779","5.43","26980","62.4%","53.1%","4965","53.4%","7173","52.9%","12138","53.1%","14536","53.1%","0.0pp"
"Temple Garden","","R","32001","3.85","5763","5.18","23863","65.4%","53.1%","4458","53.8%","5391","51.8%","9849","52.7%","13785","53.4%","-0.7pp"
"Idyllic Tutor","W","R","2432","5.43","275","8.25","85","5.0%","","16","","19","","35","","50","",""
"Kinsbaile Cavalier","W","R","1544","3.96","286","5.00","1034","53.8%","53.6%","180","","234","","414","","604","51.8%",""
"Mistbind Clique","U","R","1255","3.39","292","4.05","1022","49.3%","50.9%","170","","263","","433","","594","51.3%",""
"Wanderwine Prophets","U","R","1484","3.89","250","4.88","727","45.4%","51.6%","109","","184","","293","","428","",""
"Bitterblossom","B","M","494","1.69","282","1.81","2085","86.7%","52.7%","354","","546","52.6%","900","57.2%","1193","49.0%","8.3pp"
"Faerie Macabre","B","C","2849","6.42","337","9.66","133","6.5%","","27","","30","","57","","76","",""
"Goblin Chieftain","R","R","1262","3.61","287","4.44","1266","63.3%","53.6%","222","","319","","541","56.9%","685","49.6%","7.3pp"
"Goblin Sharpshooter","R","R","1130","3.12","390","3.56","2283","79.7%","54.7%","380","","622","61.6%","1002","60.7%","1246","49.9%","10.8pp"
"Heat Shimmer","R","R","2229","5.23","289","7.95","282","16.8%","","41","","79","","120","","163","",""
"Devoted Druid","G","U","1578","3.75","337","4.63","1670","79.6%","51.4%","291","","393","","684","51.8%","973","51.2%","0.6pp"
"Helix Pinnacle","G","R","2655","5.98","292","9.39","3","0.2%","","1","","0","","1","","2","",""
"Leaf-Crowned Visionary","G","R","861","2.46","304","2.77","2211","84.6%","56.7%","368","","563","58.3%","931","59.2%","1214","54.2%","5.0pp"
"Regal Force","G","R","1284","3.41","331","4.17","1460","70.0%","52.1%","235","","349","","584","51.5%","872","52.2%","-0.6pp"
"Manamorphose","RG","U","2224","4.73","320","7.22","971","47.7%","52.0%","180","","211","","391","","580","52.9%",""
"Risen Reef","UG","U","1406","3.68","391","4.15","2028","73.7%","56.7%","386","","523","61.4%","909","62.2%","1069","52.1%","10.1pp"
"Slippery Bogle","UG","U","2673","5.88","323","8.94","228","11.2%","","39","","56","","95","","133","",""
"Dolmen Gate","","R","1090","3.19","186","","726","60.3%","52.2%","135","","178","","313","","414","",""
"Door of Destinies","","R","605","2.04","266","2.06","1573","84.7%","51.6%","273","","391","","664","53.6%","913","49.9%","3.7pp"
"Painter's Servant","","M","1964","4.48","269","6.38","326","19.1%","","68","","82","","150","","176","",""
"Thousand-Year Elixir","","R","2279","5.35","232","8.46","21","1.4%","","6","","4","","10","","11","",""
