"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Warmaker Gunship","R","R","19328","2.04","10550","2.00","58271","88.9%","57.0%","9908","61.2%","15099","61.6%","25007","61.5%","32766","53.4%","8.0pp"
"Weapons Manufacturing","R","R","42129","4.17","6535","5.72","14593","38.2%","48.9%","2555","48.6%","3916","48.5%","6471","48.5%","8085","49.1%","-0.6pp"
"Weftstalker Ardent","R","U","118444","4.47","16286","6.44","65804","67.5%","53.0%","11417","52.9%","16223","53.8%","27640","53.5%","38100","52.6%","0.8pp"
"Zookeeper Mechan","R","C","286132","4.27","61157","5.62","321300","86.1%","55.1%","58388","57.6%","78803","54.9%","137191","56.0%","183447","54.4%","1.7pp"
"Atmospheric Greenhouse","G","U","104868","4.05","15831","5.47","61843","66.1%","51.6%","10141","47.5%","14776","52.6%","24917","50.5%","36498","52.3%","-1.8pp"
"Bioengineered Future","G","R","38264","3.82","4909","5.50","11882","41.6%","47.9%","1983","43.9%","2803","44.1%","4786","44.0%","7085","50.5%","-6.5pp"
"Biosynthic Burst","G","C","357490","5.52","59361","7.74","250150","68.7%","55.9%","41872","54.5%","60117","58.4%","101989","56.8%","147565","55.2%","1.6pp"
"Blooming Stinger","G","C","345698","5.16","57048","7.39","282073","80.7%","55.5%","50883","55.7%","66379","55.3%","117262","55.5%","164175","55.4%","0.1pp"
"Broodguard Elite","G","U","95942","3.64","16120","4.89","74895","78.2%","52.7%","12741","50.4%","18179","54.2%","30920","52.6%","43856","52.6%","-0.0pp"
"Close Encounter","G","U","89637","3.32","25398","4.11","139385","89.6%","55.7%","23669","54.2%","34082","57.9%","57751","56.4%","81121","55.2%","1.1pp"
"Diplomatic Relations","G","C","273185","4.00","64427","5.25","348926","88.1%","55.7%","58193","54.5%","85771","58.0%","143964","56.6%","203492","55.0%","1.6pp"
"Drix Fatemaker","G","C","332203","4.98","46791","7.38","191399","68.0%","53.5%","32108","52.1%","45547","54.6%","77655","53.6%","113497","53.4%","0.1pp"
"Edge Rover","G","U","89723","3.35","27464","4.05","154689","91.2%","56.3%","28319","60.1%","35605","55.1%","63924","57.3%","88406","55.5%","1.9pp"
"Eumidian Terrabotanist","G","U","95467","3.51","25163","4.44","140005","90.8%","55.5%","25313","57.6%","32704","55.5%","58017","56.4%","81714","54.9%","1.5pp"
"Eusocial Engineering","G","U","87163","3.35","24737","4.01","128561","84.9%","55.6%","22493","57.2%","31235","56.3%","53728","56.7%","74316","54.7%","2.0pp"
"Famished Worldsire","G","M","12458","2.56","4205","2.73","19543","77.8%","53.4%","3219","51.4%","4863","56.3%","8082","54.3%","11442","52.8%","1.6pp"
"Frenzied Baloth","G","R","29109","2.85","6981","3.47","34075","80.4%","54.8%","6123","57.0%","7839","55.6%","13962","56.2%","20087","53.8%","2.4pp"
"Fungal Colossus","G","C","393736","6.48","61070","9.15","160166","42.9%","55.0%","26633","53.4%","41131","56.7%","67764","55.4%","92014","54.5%","0.9pp"
"Galactic Wayfarer","G","C","223462","3.41","74782","4.06","426272","92.0%","56.5%","77069","58.8%","103084","57.7%","180153","58.2%","244761","55.3%","2.8pp"
"Gene Pollinator","G","C","288875","4.33","72268","5.53","384431","86.2%","56.1%","70245","60.6%","89094","54.5%","159339","57.2%","220770","55.2%","1.9pp"
"Germinating Wurm","G","C","356411","5.38","60327","7.61","260778","70.6%","55.5%","44887","53.7%","64234","57.1%","109121","55.7%","151136","55.3%","0.4pp"
"Glacier Godmaw","G","U","61226","2.50","28454","2.66","163829","92.6%","56.6%","26936","55.6%","41539","61.7%","68475","59.3%","94928","54.6%","4.7pp"
"Harmonious Grovestrider","G","U","87755","3.35","27626","3.94","154180","90.2%","56.5%","25890","56.8%","38126","59.3%","64016","58.3%","89821","55.1%","3.2pp"
"Hemosymbic Mite","G","U","141401","5.54","18162","8.20","43732","39.9%","53.8%","7732","55.9%","9738","51.7%","17470","53.6%","25311","53.8%","-0.2pp"
"Icecave Crasher","G","C","364860","5.68","61766","7.95","257395","67.7%","55.7%","43810","54.7%","62612","56.0%","106422","55.5%","150644","55.9%","-0.4pp"
"Icetill Explorer","G","R","26456","2.68","6897","2.96","29627","72.8%","52.1%","5128","51.1%","7172","52.4%","12300","51.9%","17289","52.3%","-0.4pp"
"Intrepid Tenderfoot","G","C","361577","5.55","54144","8.10","223612","67.9%","54.8%","40756","54.1%","52163","54.3%","92919","54.2%","130549","55.3%","-1.1pp"
"Larval Scoutlander","G","U","70458","2.75","27840","3.08","157345","90.9%","56.7%","28212","60.6%","38007","58.0%","66219","59.1%","90273","54.9%","4.3pp"
"Lashwhip Predator","G","U","104755","3.89","20263","5.18","94985","77.7%","54.3%","15794","52.4%","23670","56.0%","39464","54.6%","55514","54.0%","0.6pp"
"Loading Zone","G","R","44973","4.44","5038","7.04","6321","21.4%","46.3%","1061","38.9%","1431","42.6%","2492","41.1%","3829","49.7%","-8.6pp"
"Meltstrider Eulogist","G","U","118882","4.45","17903","6.27","69892","65.0%","53.4%","12149","52.5%","16140","53.2%","28289","52.9%","41610","53.7%","-0.8pp"
"Meltstrider's Gear","G","C","420356","8.05","43744","11.93","7814","3.0%","48.8%","1242","48.2%","1829","47.4%","3071","47.7%","4723","49.5%","-1.8pp"
"Meltstrider's Resolve","G","U","85170","3.20","28013","3.77","157027","90.4%","56.7%","26267","57.7%","38266","59.3%","64533","58.7%","91819","55.2%","3.5pp"
"Mightform Harmonizer","G","R","17444","1.83","9658","1.83","54230","91.7%","56.0%","9131","57.2%","13386","59.6%","22517","58.6%","31578","54.1%","4.5pp"
"Ouroboroid","G","M","6268","1.34","4947","1.32","29309","92.1%","59.2%","5191","65.9%","7620","66.1%","12811","66.0%","16477","53.8%","12.2pp"
"Pull Through the Weft","G","U","161129","6.59","19061","9.90","17636","15.4%","51.0%","2878","46.6%","4330","52.0%","7208","49.8%","10407","51.8%","-1.9pp"
"Sami's Curiosity","G","C","339399","5.18","56010","7.34","231640","68.6%","54.0%","42192","55.7%","55305","52.3%","97497","53.7%","133649","54.2%","-0.5pp"
"Seedship Agrarian","G","U","63902","2.51","24111","2.88","137071","93.5%","55.2%","23439","55.6%","34093","56.9%","57532","56.4%","79345","54.4%","2.0pp"
"Seedship Impact","G","U","110804","4.11","27049","5.16","138258","82.5%","56.4%","24208","56.9%","33604","58.8%","57812","58.0%","79960","55.2%","2.8pp"
"Shattered Wings","G","C","403193","6.88","46960","10.33","66541","23.4%","52.1%","11147","48.7%","16176","53.5%","27323","51.5%","39057","52.4%","-0.8pp"
"Skystinger","G","C","399360","6.73","47719","10.08","79834","27.5%","53.2%","14041","51.9%","18883","53.4%","32924","52.7%","46863","53.6%","-0.8pp"
"Sledge-Class Seedship","G","R","26712","2.69","8249","2.99","39640","79.0%","55.2%","6868","58.2%","9521","56.0%","16389","56.9%","23124","54.1%","2.9pp"
"Tapestry Warden","G","U","136010","5.16","18965","7.54","56266","49.4%","53.1%","9400","51.7%","13788","54.8%","23188","53.5%","33031","52.8%","0.7pp"
"Terrasymbiosis","G","R","37287","3.77","5723","5.13","14847","44.5%","50.0%","2517","48.3%","3435","48.0%","5952","48.1%","8888","51.2%","-3.0pp"
"Thawbringer","G","C","375275","5.91","63966","8.23","258952","65.9%","55.8%","45805","54.9%","61816","55.9%","107621","55.5%","150877","56.0%","-0.5pp"
"Alpharael, Dreaming Acolyte","UB","U","130552","5.12","25979","6.63","93534","59.1%","55.6%","16356","58.2%","28934","59.1%","45290","58.7%","47279","52.3%","6.5pp"
"Biomechan Engineer","UG","U","78949","3.28","31918","3.51","166887","84.3%","57.1%","29239","61.3%","43346","59.6%","72585","60.3%","92915","54.5%","5.8pp"
"Biotech Specialist","RG","R","26002","2.75","10067","2.76","49201","79.1%","56.5%","8749","60.2%","11742","59.7%","20491","59.9%","28605","54.0%","5.9pp"
"Cosmogoyf","BG","R","63301","5.76","7724","9.08","367","0.8%","","82","","80","","162","","207","",""
"Dyadrine, Synthesis Amalgam","WG","R","27060","2.82","9140","2.99","41236","74.2%","55.5%","7082","56.4%","9821","58.2%","16903","57.4%","23632","53.6%","3.8pp"
"Genemorph Imago","UG","R","22887","2.52","12054","2.41","63138","84.1%","57.2%","11034","62.0%","16579","61.7%","27613","61.8%","35082","53.4%","8.4pp"
"Haliya, Ascendant Cadet","WG","U","105866","4.28","19965","5.48","79569","66.1%","54.6%","13254","54.1%","18658","55.9%","31912","55.2%","45959","53.7%","1.5pp"
"Infinite Guideline Station","WUBRG","R","63267","5.63","8119","8.75","1823","3.7%","48.4%","283","","477","","760","48.4%","1054","48.4%","0.0pp"
"Interceptor Mechan","BR","U","101197","3.92","24555","4.91","110098","74.0%","54.9%","18397","54.4%","28985","59.9%","47382","57.8%","62484","52.8%","5.0pp"
"Mm'menon, Uthros Exile","UR","U","117040","4.76","20437","6.31","71189","59.0%","52.2%","12337","52.8%","19773","53.7%","32110","53.3%","38485","51.1%","2.2pp"
"Mutinous Massacre","BR","R","30444","3.23","10389","3.33","44843","70.5%","55.7%","7461","55.5%","12096","62.0%","19557","59.5%","25219","52.7%","6.8pp"
"Pinnacle Emissary","UR","R","26362","2.88","9359","2.92","40130","71.5%","53.9%","7075","57.9%","11072","58.4%","18147","58.2%","21347","50.0%","8.2pp"
"Ragost, Deft Gastronaut","WR","R","47167","4.54","6808","6.59","12683","31.6%","51.2%","2265","50.4%","2954","51.1%","5219","50.8%","7243","51.0%","-0.2pp"
"Sami, Ship's Engineer","WR","U","134707","5.37","17951","7.82","42597","39.7%","52.0%","7219","51.1%","10155","51.4%","17374","51.3%","24225","52.0%","-0.7pp"
"Sami, Wildcat Captain","WR","M","17816","3.66","2953","4.84","7116","40.7%","50.1%","1180","49.2%","1699","51.9%","2879","50.8%","4118","49.2%","1.6pp"
"Seedship Broodtender","BG","U","132321","5.20","23154","7.03","70925","50.9%","53.6%","12364","54.1%","17370","55.8%","29734","55.1%","41083","52.5%","2.6pp"
"Singularity Rupture","UB","R","28093","2.93","10645","2.98","48516","74.9%","55.0%","8238","55.0%","14837","61.3%","23075","59.1%","24826","51.1%","8.0pp"
"Space-Time Anomaly","WU","R","49456","4.69","8178","6.61","15908","32.5%","53.2%","2703","51.5%","4715","58.1%","7418","55.7%","8291","50.7%","5.0pp"
"Station Monitor","WU","U","105961","4.25","27727","4.99","115612","68.2%","55.6%","20550","58.5%","32611","59.2%","53161","59.0%","61116","52.6%","6.4pp"
"Syr Vondam, Sunstar Exemplar","WB","R","24940","2.68","9027","2.67","40826","73.8%","56.1%","7333","59.6%","10204","59.3%","17537","59.4%","22476","52.8%","6.6pp"
"Syr Vondam, the Lucent","WB","U","105587","4.22","21819","5.29","88220","66.8%","55.3%","14678","54.2%","22513","58.7%","37191","56.9%","49306","53.5%","3.4pp"
"Tannuk, Memorial Ensign","RG","U","102297","4.07","22304","5.14","100551","74.2%","55.1%","17575","55.2%","23436","56.5%","41011","56.0%","59404","54.5%","1.5pp"
"All-Fates Scroll","","U","139427","4.98","25414","6.92","87742","57.5%","53.8%","16099","53.4%","22835","56.0%","38934","55.0%","48356","52.8%","2.2pp"
"Bygone Colossus","","U","163682","6.56","16073","10.24","9482","10.0%","46.7%","1489","40.4%","2372","47.0%","3861","44.4%","5588","48.2%","-3.8pp"
"Chrome Companion","","C","409380","6.77","52586","10.01","105042","33.0%","53.2%","19363","52.3%","26756","53.7%","46119","53.1%","58646","53.3%","-0.1pp"
"Dauntless Scrapbot","","U","90247","3.21","29970","3.97","176092","95.9%","55.5%","32111","56.2%","45258","57.4%","77369","56.9%","97914","54.4%","2.4pp"
"Dawnsire, Sunstar Dreadnought","","M","9564","2.04","3095","2.06","14634","81.2%","50.1%","2402","45.8%","3821","50.1%","6223","48.4%","8258","51.2%","-2.8pp"
"The Dominion Bracelet","","M","18831","3.65","2933","4.96","6931","40.5%","50.3%","1204","45.2%","1648","52.2%","2852","49.3%","4055","50.9%","-1.6pp"
"The Endstone","","M","7942","1.69","5260","1.68","29338","93.0%","54.4%","4965","53.4%","7948","57.7%","12913","56.0%","16141","53.2%","2.9pp"
"The Eternity Elevator","","R","57710","5.27","6138","8.64","1324","3.6%","46.1%","212","","349","","561","41.9%","757","49.4%","-7.5pp"
"Extinguisher Battleship","","R","14575","1.53","10068","1.51","55904","91.0%","55.1%","9174","53.6%","15310","59.8%","24484","57.5%","30843","53.3%","4.2pp"
"Nutrient Block","","C","380957","5.75","63116","8.30","214727","56.2%","54.1%","39503","53.3%","58303","56.1%","97806","55.0%","115268","53.4%","1.5pp"
"Pinnacle Kill-Ship","","C","344348","4.93","63579","7.04","288569","74.1%","55.3%","47463","52.9%","76809","58.8%","124272","56.5%","161502","54.2%","2.3pp"
"Survey Mechan","","U","129426","4.65","27609","6.17","109722","65.3%","54.8%","18643","52.7%","29059","58.6%","47702","56.3%","61151","53.5%","2.8pp"
"Thaumaton Torpedo","","C","421468","7.60","46815","11.22","27314","9.7%","50.5%","4732","45.8%","7081","52.1%","11813","49.6%","15237","51.1%","-1.5pp"
"Thrumming Hivepool","","R","13408","1.41","10738","1.39","64706","98.3%","55.5%","11236","56.5%","17345","58.5%","28581","57.7%","35624","53.6%","4.1pp"
"Virulent Silencer","","U","155485","6.21","15727","9.76","19901","21.3%","49.0%","3601","48.5%","5168","50.5%","8769","49.7%","11052","48.3%","1.3pp"
"Wurmwall Sweeper","","C","377957","5.64","53155","8.43","167929","52.2%","53.8%","31331","53.3%","42188","54.5%","73519","54.0%","92921","53.7%","0.3pp"
"Adagia, Windswept Bastion","","M","14721","2.86","4140","3.35","19931","78.9%","55.2%","3605","57.0%","5067","54.4%","8672","55.5%","11178","54.8%","0.7pp"
"Breeding Pool","","R","47742","3.74","10495","5.08","43768","68.7%","55.2%","8158","57.3%","10764","55.9%","18922","56.5%","24675","54.2%","2.3pp"
"Command Bridge","","C","371930","5.54","58802","8.09","248884","70.9%","53.1%","46744","52.5%","62480","53.1%","109224","52.8%","139032","53.4%","-0.5pp"
"Evendo, Waking Haven","","M","22827","4.18","2909","6.44","6880","39.5%","52.0%","1237","53.1%","1653","50.6%","2890","51.7%","3967","52.1%","-0.5pp"
"Godless Shrine","","R","49319","3.88","8486","5.63","28470","55.7%","54.3%","5152","55.3%","7197","53.4%","12349","54.2%","16055","54.3%","-0.1pp"
"Kavaron, Memorial World","","M","16674","3.12","4934","3.58","24317","80.1%","55.9%","4417","60.0%","5964","56.0%","10381","57.7%","13858","54.5%","3.2pp"
"Sacred Foundry","","R","53682","4.23","8103","6.32","21432","44.1%","53.0%","3820","53.1%","5243","52.8%","9063","52.9%","12337","53.0%","-0.1pp"
"Secluded Starforge","","R","24321","2.42","11851","2.51","70503","96.5%","56.2%","11917","56.0%","18710","60.2%","30627","58.6%","39448","54.3%","4.2pp"
"Stomping Ground","","R","48755","3.85","9195","5.40","35665","63.8%","54.7%","6757","57.2%","8395","54.4%","15152","55.6%","20457","54.0%","1.7pp"
"Susur Secundi, Void Altar","","M","18058","3.34","3618","4.30","15858","73.4%","53.4%","2920","53.4%","4112","52.3%","7032","52.8%","8773","54.0%","-1.2pp"
"Uthros, Titanic Godcore","","M","24718","4.43","3195","6.89","5493","29.1%","50.3%","1019","49.8%","1471","52.6%","2490","51.4%","2973","49.3%","2.2pp"
"Watery Grave","","R","49134","3.85","10157","5.37","38322","62.7%","53.7%","7098","55.3%","10586","54.6%","17684","54.9%","20431","52.6%","2.3pp"
"Warping Wail","","U","7242","6.14","748","9.80","116","2.6%","","15","","29","","44","","73","",""
"Deafening Silence","W","U","7193","6.26","739","10.08","69","1.6%","","14","","21","","35","","34","",""
"Robe of Stars","W","R","5601","4.75","597","7.45","735","20.6%","49.8%","120","","169","","289","","443","",""
"Nexus of Fate","U","M","3224","2.96","906","3.30","3870","72.7%","52.2%","672","47.0%","1628","56.8%","2300","54.0%","2047","52.1%","1.9pp"
"Paradox Haze","U","U","7383","6.62","872","10.39","30","0.6%","","4","","8","","12","","18","",""
"Darkness","B","C","7137","6.27","691","9.98","321","7.7%","","44","","76","","120","","202","",""
"Magus of the Moon","R","R","6623","5.56","729","9.03","80","1.8%","","9","","20","","29","","51","",""
"Burgeoning","G","R","5429","4.92","567","7.88","424","12.2%","","72","","106","","178","","246","",""
"Green Sun's Zenith","G","R","3420","3.04","920","3.45","3995","72.5%","55.7%","690","54.9%","1265","59.2%","1955","57.7%","2325","54.9%","2.8pp"
"Sliver Overlord","WUBRG","M","5929","4.98","708","7.86","57","1.3%","","11","","19","","30","","24","",""
"Ancient Tomb","","M","3435","2.91","874","3.35","4351","81.6%","54.7%","752","58.4%","1034","53.4%","1786","55.5%","2542","54.2%","1.2pp"
"Blast Zone","","R","13077","4.68","1878","6.87","6659","57.0%","55.1%","1092","55.7%","1778","56.1%","2870","56.0%","3767","54.5%","1.5pp"
"Blinkmoth Nexus","","R","10652","3.77","2656","4.79","13594","84.2%","55.9%","2235","53.4%","3572","59.5%","5807","57.2%","7730","54.9%","2.3pp"
"Bonders' Enclave","","R","10898","3.88","2320","5.03","12078","84.9%","55.5%","1991","55.7%","3134","57.5%","5125","56.8%","6902","54.4%","2.4pp"
"Cascading Cataracts","","R","14957","5.72","1779","8.86","1915","17.8%","48.4%","287","","490","","777","48.6%","1132","48.3%","0.3pp"
"Cathedral of War","","R","12020","4.29","2369","5.66","11186","78.0%","55.4%","1924","55.9%","2827","55.4%","4751","55.6%","6404","55.2%","0.4pp"
"Celestial Colonnade","","R","8235","3.21","2961","3.59","13803","75.5%","57.1%","2632","62.5%","3756","60.8%","6388","61.5%","7300","53.1%","8.4pp"
"Contested War Zone","","R","16844","6.61","2044","10.16","296","2.4%","","44","","85","","129","","165","",""
"Creeping Tar Pit","","R","9115","3.37","3028","3.91","14137","75.8%","56.0%","2623","62.4%","4008","58.8%","6631","60.2%","7397","52.1%","8.2pp"
"Crystal Quarry","","R","15920","6.14","1968","9.42","1397","11.7%","51.8%","268","","314","","582","52.6%","811","51.3%","1.3pp"
"Deserted Temple","","M","8130","6.37","999","9.75","375","6.3%","","62","","93","","155","","217","",""
"Dust Bowl","","M","7907","6.03","906","9.42","503","9.1%","52.3%","78","","126","","204","","298","",""
"Echoing Deeps","","R","16794","6.39","2030","9.75","967","7.9%","49.0%","173","","267","","440","","524","50.0%",""
"Eldrazi Temple","","R","15852","6.17","1889","9.53","331","2.9%","","52","","69","","121","","208","",""
"Endless Sands","","R","15564","5.73","1938","8.67","3664","31.7%","51.2%","603","48.9%","964","53.4%","1567","51.7%","2083","50.9%","0.8pp"
"Gemstone Caverns","","M","5800","4.38","686","6.87","1514","36.3%","54.9%","274","","384","","658","55.2%","856","54.7%","0.5pp"
"Grove of the Burnwillows","","M","6138","4.48","1022","6.39","3567","57.3%","54.2%","677","55.1%","855","53.9%","1532","54.4%","2023","54.0%","0.4pp"
"High Market","","R","15867","5.77","2038","8.78","3829","30.9%","53.7%","656","50.8%","973","55.8%","1629","53.8%","2181","53.5%","0.3pp"
"Hissing Quagmire","","R","11098","4.06","2449","5.35","8863","59.6%","54.8%","1736","58.5%","2142","55.5%","3878","56.8%","4962","53.2%","3.6pp"
"Inkmoth Nexus","","M","5164","3.83","891","5.14","4011","73.5%","54.2%","722","50.6%","1062","53.8%","1784","52.5%","2214","55.7%","-3.2pp"
"Inventors' Fair","","M","5874","4.29","890","6.28","3265","61.4%","52.9%","522","54.6%","885","55.5%","1407","55.2%","1833","51.1%","4.1pp"
"Lavaclaw Reaches","","R","10577","3.91","2487","4.99","10590","69.1%","56.0%","1909","58.4%","2698","59.2%","4607","58.8%","5960","53.9%","5.0pp"
"Lotus Field","","M","6241","4.69","728","7.35","1283","29.9%","48.3%","239","","329","","568","47.2%","710","49.3%","-2.1pp"
"Lumbering Falls","","R","10190","3.76","2722","4.72","12155","72.9%","55.4%","2210","60.6%","3079","55.5%","5289","57.6%","6787","53.5%","4.1pp"
"Mana Confluence","","M","5148","3.84","742","5.39","2795","62.4%","53.0%","515","56.5%","694","52.6%","1209","54.3%","1579","51.9%","2.3pp"
"Meteor Crater","","R","13871","5.27","1406","8.55","1780","20.9%","50.5%","303","","458","","761","49.0%","1014","51.6%","-2.6pp"
"Mirrorpool","","M","6839","5.22","780","8.20","1052","22.2%","51.4%","172","","279","","451","","597","51.6%",""
"Mutavault","","M","4410","3.26","1174","4.05","6339","88.8%","54.9%","1056","54.5%","1650","56.3%","2706","55.6%","3603","54.4%","1.2pp"
"Mystifying Maze","","R","13843","5.05","1637","7.84","4213","43.3%","52.5%","666","52.9%","1112","54.2%","1778","53.7%","2405","51.6%","2.1pp"
"Needle Spires","","R","12058","4.35","2083","6.15","6382","51.0%","54.0%","1220","58.6%","1547","56.7%","2767","57.5%","3611","51.4%","6.1pp"
"Nesting Grounds","","R","16038","6.04","1834","9.33","1667","15.1%","49.6%","251","","408","","659","48.4%","1007","50.2%","-1.8pp"
"Petrified Field","","M","8307","6.54","1036","9.87","408","6.5%","","74","","101","","175","","233","",""
"Plaza of Heroes","","M","7598","5.64","887","8.91","661","12.5%","51.6%","126","","176","","302","","359","",""
"Power Depot","","R","13965","5.14","1716","7.85","4088","40.6%","50.5%","728","50.8%","1061","50.1%","1789","50.4%","2275","50.5%","-0.1pp"
"Raging Ravine","","R","8777","3.38","2410","4.12","11025","74.7%","55.9%","2106","59.0%","2547","57.8%","4653","58.3%","6334","54.1%","4.2pp"
"Reflecting Pool","","M","6169","4.51","734","6.85","2475","55.9%","52.3%","427","","646","53.6%","1073","52.8%","1397","52.0%","0.9pp"
"Scavenger Grounds","","R","16749","6.59","2044","10.08","613","5.0%","49.6%","93","","149","","242","","369","",""
"Shambling Vent","","R","10671","3.81","2307","5.02","9108","64.6%","56.1%","1733","57.9%","2352","57.9%","4085","57.9%","4996","54.7%","3.2pp"
"Stirring Wildwood","","R","10331","3.77","2278","4.93","9201","65.5%","56.5%","1726","60.0%","2144","58.1%","3870","58.9%","5321","54.7%","4.3pp"
"Strip Mine","","M","4442","3.38","1212","3.97","6012","81.0%","56.1%","1020","55.9%","1573","57.6%","2593","56.9%","3400","55.4%","1.5pp"
"Sunken Citadel","","R","12892","4.58","2341","6.49","11428","79.6%","55.5%","2133","56.9%","2903","55.0%","5036","55.8%","6366","55.1%","0.7pp"
"Swarmyard","","R","13835","5.16","2675","6.85","9789","59.1%","56.4%","1555","58.2%","2467","58.0%","4022","58.1%","5727","55.2%","2.9pp"
"Terrain Generator","","R","14897","5.75","1584","9.08","1648","17.3%","51.3%","258","","415","","673","52.5%","972","50.5%","1.9pp"
"Thespian's Stage","","R","16374","6.16","1954","9.49","1122","9.5%","48.7%","203","","293","","496","","620","48.4%",""
"Wandering Fumarole","","R","11912","4.28","2474","5.89","9199","61.9%","54.1%","1757","57.3%","2368","56.1%","4125","56.6%","5021","52.3%","4.3pp"
