"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Hardened Escort","W","C","448901","6.07","51608","9.03","158024","50.4%","54.3%","26911","54.3%","34400","53.5%","61311","53.8%","96471","54.5%","-0.6pp"
"Jump Scare","W","C","470194","6.53","64084","9.30","187155","48.0%","55.5%","29294","54.2%","41485","56.1%","70779","55.3%","116362","55.6%","-0.2pp"
"Leyline of Hope","W","R","78301","5.94","8872","9.41","683","1.3%","39.8%","14","","145","","159","","523","39.8%",""
"Lionheart Glimmer","W","U","110289","3.48","23161","4.45","116937","83.5%","54.9%","18126","54.4%","27754","56.4%","45880","55.6%","70921","54.5%","1.1pp"
"Living Phone","W","C","490700","7.40","54070","10.85","65122","20.0%","53.1%","11125","50.2%","14278","51.8%","25403","51.1%","39567","54.3%","-3.2pp"
"Optimistic Scavenger","W","U","79194","2.56","31309","2.78","168000","86.5%","57.2%","30083","64.7%","39930","57.6%","70013","60.7%","97874","54.6%","6.0pp"
"Orphans of the Wheat","W","U","139595","4.43","22296","6.01","95067","70.4%","54.1%","17001","54.4%","20573","52.0%","37574","53.1%","57274","54.6%","-1.5pp"
"Overlord of the Mistmoors","W","M","7315","1.21","6156","1.19","36999","93.3%","59.0%","6432","68.0%","9177","68.4%","15609","68.2%","21379","52.3%","15.9pp"
"Patched Plaything","W","U","123607","3.89","25648","4.99","124795","80.3%","54.7%","21737","54.0%","28374","54.2%","50111","54.1%","74821","55.0%","-1.0pp"
"Possessed Goat","W","C","473711","6.94","47746","10.43","72173","25.4%","51.7%","13036","53.1%","16577","51.6%","29613","52.3%","42395","51.3%","0.9pp"
"Reluctant Role Model","W","R","22723","1.85","10971","1.89","59709","89.4%","55.5%","11029","59.7%","13714","54.5%","24743","56.8%","34909","54.6%","2.2pp"
"Savior of the Small","W","U","135742","4.35","17751","6.15","66995","63.6%","52.1%","10943","49.9%","15351","51.6%","26294","50.9%","40688","52.7%","-1.9pp"
"Seized from Slumber","W","C","373475","4.59","55329","6.59","253796","75.5%","54.8%","42133","53.9%","61491","57.8%","103624","56.2%","149900","53.8%","2.4pp"
"Shardmage's Rescue","W","U","110137","3.42","27244","4.23","140576","85.1%","55.4%","22621","56.0%","33188","56.6%","55809","56.4%","84713","54.7%","1.7pp"
"Sheltered by Ghosts","W","U","61233","2.05","29695","2.23","168474","91.4%","56.9%","28418","59.8%","40318","62.8%","68736","61.6%","99674","53.7%","7.9pp"
"Shepherding Spirits","W","C","466069","6.32","51251","9.55","129458","42.1%","52.4%","22005","49.5%","31295","53.8%","53300","52.0%","76124","52.5%","-0.5pp"
"Split Up","W","R","26353","2.12","9788","2.24","49781","84.1%","54.9%","8455","55.7%","11922","59.1%","20377","57.7%","29323","52.9%","4.8pp"
"Splitskin Doll","W","U","97502","3.06","31787","3.60","177323","89.7%","57.1%","32086","58.8%","40641","59.2%","72727","59.0%","104197","55.7%","3.3pp"
"Surgical Suite // Hospital Room","W","U","84073","2.71","26210","3.19","141081","87.9%","55.7%","23320","56.0%","33765","58.5%","57085","57.5%","83745","54.5%","3.0pp"
"Toby, Beastie Befriender","W","R","22617","1.84","12202","1.87","68512","89.7%","57.2%","12097","62.7%","16194","60.8%","28291","61.6%","40038","54.0%","7.6pp"
"Trapped in the Screen","W","C","225435","2.84","69155","3.50","387027","91.6%","55.7%","65868","55.4%","93524","59.1%","159392","57.6%","227335","54.5%","3.1pp"
"Unidentified Hovership","W","R","22961","1.89","12302","1.91","66297","87.4%","56.8%","11259","60.4%","15732","61.6%","26991","61.1%","39272","53.8%","7.3pp"
"Unsettling Twins","W","C","418453","5.32","71619","7.35","309107","70.6%","55.8%","51179","56.3%","71428","57.3%","122607","56.9%","185810","55.1%","1.8pp"
"Unwanted Remake","W","U","171714","5.61","15258","8.90","25666","28.6%","49.7%","4103","46.2%","5905","48.9%","10008","47.8%","15646","50.9%","-3.1pp"
"Veteran Survivor","W","U","125862","3.95","23632","5.17","114026","78.8%","55.8%","20154","60.1%","24654","53.4%","44808","56.4%","69045","55.3%","1.1pp"
"The Wandering Rescuer","W","M","8562","1.41","5595","1.39","30209","88.9%","55.3%","5024","58.7%","7300","59.0%","12324","58.9%","17920","52.7%","6.2pp"
"Abhorrent Oculus","U","M","8832","1.48","6323","1.45","35595","91.4%","56.4%","5876","56.9%","9541","61.4%","15417","59.6%","20195","53.9%","5.7pp"
"Bottomless Pool // Locker Room","U","U","91469","2.90","31333","3.39","171548","90.4%","54.9%","29189","54.6%","46071","59.6%","75260","57.7%","95428","52.7%","4.9pp"
"Central Elevator // Promising Stairs","U","R","62304","4.81","10819","6.44","24287","38.4%","49.5%","3979","47.4%","6975","54.9%","10954","52.2%","13379","47.4%","4.8pp"
"Clammy Prowler","U","C","488350","7.41","55759","10.95","69670","21.0%","51.2%","11139","48.4%","17928","52.8%","29067","51.1%","40660","51.2%","-0.1pp"
"Creeping Peeper","U","C","457289","6.37","61319","9.21","182635","50.4%","51.9%","31729","51.2%","45579","51.9%","77308","51.6%","105308","52.1%","-0.4pp"
"Cursed Windbreaker","U","U","127460","4.04","29724","5.11","144349","79.9%","55.5%","24662","55.2%","38055","58.6%","62717","57.3%","81637","54.0%","3.3pp"
"Daggermaw Megalodon","U","C","474589","6.65","60836","9.77","161745","44.3%","53.0%","27745","50.6%","42587","54.3%","70332","52.8%","91723","53.1%","-0.3pp"
"Don't Make a Sound","U","C","477159","6.94","63695","10.00","130587","34.1%","54.0%","22555","54.9%","33520","55.3%","56075","55.1%","74477","53.1%","2.0pp"
"Duskmourn's Domination","U","U","176734","5.84","28086","8.12","82833","49.2%","53.6%","12689","51.4%","22105","57.0%","34794","55.0%","48081","52.6%","2.4pp"
"Enduring Curiosity","U","R","20017","1.65","12595","1.66","70063","90.5%","56.3%","11875","61.2%","19033","60.2%","30908","60.6%","39403","53.0%","7.6pp"
"Enter the Enigma","U","C","502499","8.03","58223","11.61","32293","9.3%","50.6%","5136","46.3%","8267","53.2%","13403","50.6%","18903","50.6%","-0.0pp"
"Entity Tracker","U","R","22432","1.85","13238","1.84","74990","92.0%","56.6%","13347","64.0%","20433","60.2%","33780","61.7%","41461","52.4%","9.3pp"
"Erratic Apparition","U","C","468184","6.75","58039","9.87","149178","43.1%","52.6%","25491","51.4%","37872","53.9%","63363","52.9%","85944","52.4%","0.5pp"
"Fear of Failed Tests","U","U","176215","6.08","20055","9.25","34341","28.9%","50.6%","5369","49.5%","8983","51.9%","14352","51.0%","20064","50.3%","0.7pp"
"Fear of Falling","U","U","119172","3.71","27021","4.75","138707","85.6%","54.4%","22144","52.3%","37622","57.3%","59766","55.5%","79426","53.6%","1.8pp"
"Fear of Impostors","U","U","144557","4.61","23450","6.37","96229","69.0%","53.3%","15829","51.6%","25036","55.4%","40865","53.9%","55368","52.8%","1.1pp"
"Fear of Isolation","U","U","91380","2.91","34636","3.31","191964","90.1%","56.6%","33054","56.3%","52019","61.6%","85073","59.6%","107100","54.2%","5.4pp"
"Floodpits Drowner","U","U","95986","3.00","34602","3.50","191542","90.0%","56.2%","33854","56.0%","56844","60.9%","90698","59.1%","105309","53.9%","5.2pp"
"Get Out","U","U","158183","5.06","28286","6.85","109307","64.7%","54.0%","18036","52.8%","29115","56.7%","47151","55.2%","62166","53.1%","2.2pp"
"Ghostly Keybearer","U","U","135348","4.33","23157","5.78","94336","69.4%","52.0%","15714","50.2%","25617","54.6%","41331","53.0%","53223","51.2%","1.8pp"
"Glimmerburst","U","C","402233","5.21","82978","6.85","386827","76.5%","55.6%","65124","55.5%","102352","59.0%","167476","57.6%","219174","54.1%","3.5pp"
"Leyline of Transformation","U","R","85591","6.45","10556","9.89","264","0.4%","","9","","65","","74","","187","",""
"Marina Vendrell's Grimoire","U","R","83504","6.31","10347","9.64","566","0.9%","41.0%","88","","166","","254","","312","",""
"Meat Locker // Drowned Diner","U","C","361511","4.51","71060","6.14","352617","83.0%","53.9%","59270","51.1%","93104","58.2%","152374","55.4%","198803","52.7%","2.7pp"
"The Mindskinner","U","R","46733","3.58","9880","4.44","38897","65.9%","53.6%","6502","54.0%","10592","57.3%","17094","56.0%","21988","51.9%","4.2pp"
"Mirror Room // Fractured Realm","U","M","15502","2.52","5519","2.71","26543","80.8%","53.3%","4371","51.1%","7240","58.2%","11611","55.5%","14811","51.5%","4.0pp"
"Overlord of the Floodpits","U","M","8770","1.47","6267","1.46","35187","90.3%","56.9%","6043","62.2%","9676","63.5%","15719","63.0%","19626","52.2%","10.8pp"
"Paranormal Analyst","U","U","121419","4.00","31595","4.76","138375","72.4%","55.0%","24486","57.2%","36058","56.4%","60544","56.7%","77862","53.7%","3.1pp"
"Piranha Fly","U","C","474087","6.82","66735","9.69","182043","45.3%","54.1%","32066","54.8%","45259","54.1%","77325","54.4%","104752","53.9%","0.5pp"
"Scrabbling Skullcrab","U","U","152926","5.12","24803","6.92","84001","58.0%","51.0%","14763","50.7%","22277","52.5%","37040","51.8%","46983","50.5%","1.3pp"
"Silent Hallcreeper","U","R","20158","1.67","12919","1.68","72913","91.3%","56.2%","13181","63.0%","19480","58.9%","32661","60.5%","40530","52.7%","7.8pp"
"Stalked Researcher","U","C","463957","6.52","69813","9.19","241848","57.6%","53.8%","42349","54.0%","62022","54.1%","104371","54.1%","137488","53.6%","0.5pp"
"Stay Hidden, Stay Silent","U","U","98175","2.96","34260","3.49","191357","91.3%","56.0%","32987","56.2%","51245","60.5%","84232","58.8%","107122","53.7%","5.1pp"
"The Tale of Tamiyo","U","R","79975","6.04","9843","9.20","1630","2.8%","46.4%","286","","407","","693","47.3%","934","45.6%","1.7pp"
"Tunnel Surveyor","U","C","408912","5.25","74239","7.23","340518","76.0%","54.7%","59183","54.4%","87489","56.3%","146672","55.5%","193658","54.1%","1.4pp"
"Twist Reality","U","C","465527","6.59","69276","9.26","209695","50.3%","54.3%","34300","52.7%","56228","57.2%","90528","55.5%","119209","53.4%","2.1pp"
"Unable to Scream","U","C","323873","4.05","78875","5.21","429520","89.8%","55.3%","73583","54.8%","115727","58.5%","189310","57.1%","240281","53.9%","3.2pp"
"Underwater Tunnel // Slimy Aquarium","U","C","403855","5.09","70376","7.16","325766","77.4%","54.0%","57735","53.0%","85452","56.0%","143187","54.8%","181909","53.3%","1.4pp"
"Unnerving Grasp","U","U","93245","3.00","38196","3.36","212828","90.0%","56.9%","37014","58.7%","57315","62.0%","94329","60.7%","118512","53.8%","6.9pp"
"Unwilling Vessel","U","U","113759","3.56","25890","4.53","129287","84.7%","53.1%","22260","52.2%","34009","54.1%","56269","53.4%","73172","52.9%","0.5pp"
"Vanish from Sight","U","C","467147","6.51","83362","8.80","305935","60.4%","55.5%","49332","54.1%","81908","58.5%","131240","56.8%","174773","54.5%","2.3pp"
"Appendage Amalgam","B","C","466060","6.55","49426","9.85","127583","43.7%","51.0%","22019","50.2%","31359","52.5%","53378","51.5%","74057","50.6%","1.0pp"
"Balemurk Leech","B","C","465925","6.72","49976","10.00","112089","38.2%","50.2%","19765","49.8%","27770","51.2%","47535","50.6%","64438","49.9%","0.7pp"
"Cackling Slasher","B","C","498823","8.06","47145","12.08","21477","7.7%","47.7%","3375","44.9%","5303","47.6%","8678","46.5%","12793","48.4%","-1.9pp"
"Come Back Wrong","B","R","28563","2.27","10304","2.47","53312","87.1%","53.2%","9037","53.1%","13505","58.4%","22542","56.3%","30568","50.9%","5.4pp"
"Commune with Evil","B","U","167899","5.52","26230","7.52","84733","53.8%","53.7%","14741","54.4%","21331","58.3%","36072","56.7%","48408","51.4%","5.3pp"
"Cracked Skull","B","C","491368","7.67","56077","11.16","60639","18.2%","51.6%","10024","50.1%","15622","53.7%","25646","52.3%","34885","51.0%","1.3pp"
"Cynical Loner","B","U","156782","4.98","24193","6.91","94940","65.8%","53.2%","17053","55.8%","22907","54.0%","39960","54.8%","54854","52.0%","2.7pp"
"Dashing Bloodsucker","B","U","165528","5.40","21246","7.77","62702","50.4%","50.8%","10194","51.4%","16455","53.3%","26649","52.6%","36068","49.5%","3.1pp"
"Defiled Crypt // Cadaver Lab","B","U","129323","4.09","24880","5.37","101189","69.7%","52.0%","16359","50.0%","25926","56.1%","42285","53.7%","58368","50.7%","3.1pp"
"Demonic Counsel","B","R","73646","5.50","8782","8.51","4887","9.3%","50.5%","784","47.3%","1180","54.2%","1964","51.5%","2888","49.6%","1.9pp"
"Derelict Attic // Widow's Walk","B","C","462948","6.54","51563","9.83","111774","36.7%","52.0%","19371","51.7%","28254","55.0%","47625","53.7%","63777","50.7%","3.0pp"
"Doomsday Excruciator","B","R","67827","4.97","8245","7.60","9131","18.8%","47.0%","1336","40.9%","2249","46.1%","3585","44.2%","5503","49.0%","-4.8pp"
"Enduring Tenacity","B","R","39257","3.13","7233","3.88","26775","64.2%","49.9%","4377","47.3%","6880","53.9%","11257","51.3%","15477","48.8%","2.6pp"
"Fanatic of the Harrowing","B","C","481517","7.10","58889","10.20","130233","37.1%","52.9%","21617","53.3%","32946","56.0%","54563","54.9%","75273","51.4%","3.5pp"
"Fear of Lost Teeth","B","C","452498","6.22","58843","8.95","200452","57.1%","53.2%","35368","54.0%","48808","54.7%","84176","54.4%","116042","52.3%","2.1pp"
"Fear of the Dark","B","C","477979","7.07","47358","10.75","76680","27.4%","50.0%","11929","48.5%","19704","52.4%","31633","50.9%","45184","49.3%","1.7pp"
"Final Vengeance","B","C","410911","5.42","69887","7.25","291562","69.3%","54.3%","47897","53.9%","75073","58.7%","122970","56.8%","167860","52.5%","4.3pp"
"Funeral Room // Awakening Hall","B","M","12845","2.17","4842","2.27","22350","77.3%","52.6%","3747","49.9%","5853","58.9%","9600","55.4%","12608","50.3%","5.1pp"
"Give In to Violence","B","C","499661","8.01","50500","11.86","30221","10.1%","49.4%","4753","48.3%","7316","51.6%","12069","50.3%","18090","48.8%","1.4pp"
"Grievous Wound","B","R","66853","5.29","7202","8.44","4454","10.5%","44.3%","703","42.4%","1096","44.0%","1799","43.4%","2642","45.0%","-1.6pp"
"Innocuous Rat","B","C","427065","5.60","64234","7.82","277650","71.9%","54.2%","49359","54.9%","67487","56.2%","116846","55.7%","160329","53.1%","2.6pp"
"Killer's Mask","B","U","180233","6.10","20434","9.13","38480","31.8%","51.3%","6516","50.3%","9388","52.3%","15904","51.5%","22522","51.2%","0.3pp"
"Let's Play a Game","B","U","168336","5.46","24312","7.74","65985","45.7%","53.5%","10597","52.5%","16682","58.5%","27279","56.1%","38353","51.5%","4.7pp"
"Leyline of the Void","B","R","80500","6.04","9082","9.47","597","1.1%","41.2%","5","","142","","147","","448","",""
"Live or Die","B","U","112504","3.55","24162","4.47","115952","81.1%","52.7%","18448","51.1%","30022","57.7%","48470","55.2%","66822","50.7%","4.5pp"
"Meathook Massacre II","B","M","20157","3.20","3903","3.87","11553","51.1%","49.5%","1819","44.5%","3051","52.2%","4870","49.3%","6624","49.7%","-0.4pp"
"Miasma Demon","B","U","152438","4.97","20556","6.92","67964","56.1%","52.1%","10517","50.8%","17410","55.0%","27927","53.4%","39824","51.1%","2.3pp"
"Murder","B","C","329937","4.18","52819","5.77","252905","80.7%","53.1%","42099","52.3%","64778","57.2%","106877","55.3%","145101","51.4%","3.9pp"
"Nowhere to Run","B","U","86250","2.72","26916","3.23","143854","88.6%","54.3%","25504","56.4%","36856","58.9%","62360","57.9%","80936","51.6%","6.3pp"
"Osseous Sticktwister","B","U","94794","2.93","26941","3.58","144244","88.5%","54.6%","25788","55.3%","36258","57.8%","62046","56.8%","81819","53.0%","3.8pp"
"Overlord of the Balemurk","B","M","8967","1.48","5977","1.48","32422","88.4%","56.2%","5785","63.0%","8262","61.5%","14047","62.1%","18330","51.6%","10.5pp"
"Popular Egotist","B","U","159170","5.11","25378","6.92","93172","61.5%","53.6%","15826","51.9%","23193","56.4%","39019","54.6%","54147","52.9%","1.7pp"
"Resurrected Cultist","B","C","485359","7.22","55515","10.57","108467","32.8%","52.3%","18507","49.6%","26215","53.3%","44722","51.8%","63752","52.7%","-0.9pp"
"Spectral Snatcher","B","C","459774","6.33","54917","9.36","174455","53.5%","52.1%","30221","50.2%","43498","54.2%","73719","52.6%","100569","51.7%","0.9pp"
"Sporogenic Infection","B","U","124678","3.88","23914","5.11","113363","79.3%","53.7%","19324","54.3%","28732","57.2%","48056","56.0%","64928","51.9%","4.1pp"
"Unholy Annex // Ritual Chamber","B","R","19948","1.68","12770","1.64","71138","89.2%","56.8%","12461","64.2%","18632","65.3%","31093","64.9%","39565","50.4%","14.5pp"
"Unstoppable Slasher","B","R","18215","1.50","12052","1.49","67427","91.1%","56.0%","11934","63.7%","17425","60.3%","29359","61.7%","38052","51.6%","10.0pp"
"Valgavoth, Terror Eater","B","M","11687","1.98","4639","1.95","20381","73.7%","53.1%","3103","52.7%","5230","56.1%","8333","54.8%","11903","51.8%","3.0pp"
"Valgavoth's Faithful","B","U","137228","4.34","21313","5.89","87308","69.1%","52.6%","15067","51.1%","21881","56.1%","36948","54.1%","49917","51.3%","2.7pp"
"Vile Mutilator","B","U","125603","4.00","22776","5.24","101620","75.0%","53.0%","15432","52.3%","26083","56.9%","41515","55.2%","59807","51.4%","3.7pp"
"Winter's Intervention","B","C","429020","5.70","57674","8.19","208273","60.4%","53.3%","36607","53.9%","52010","55.9%","88617","55.1%","119085","52.0%","3.1pp"
"Withering Torment","B","U","102692","3.07","24044","3.89","123660","87.4%","52.7%","21169","51.0%","31460","56.2%","52629","54.1%","70636","51.7%","2.4pp"
"Bedhead Beastie","R","C","490361","7.25","60600","10.63","102335","28.1%","51.9%","17268","48.9%","24261","52.5%","41529","51.0%","60937","52.5%","-1.5pp"
"Betrayer's Bargain","R","U","107216","3.35","36260","3.92","202373","90.3%","56.0%","33586","55.7%","47258","59.6%","80844","58.0%","121443","54.7%","3.2pp"
"Boilerbilges Ripper","R","C","498981","7.78","64595","11.07","77475","19.8%","53.1%","12039","51.1%","18852","54.4%","30891","53.1%","46621","53.1%","0.0pp"
"Chainsaw","R","R","22288","1.81","13419","1.85","76759","92.3%","56.3%","13565","60.6%","17990","59.9%","31555","60.2%","45165","53.7%","6.6pp"
"Charred Foyer // Warped Space","R","M","18226","3.01","4899","3.42","19409","68.0%","50.5%","3235","48.3%","4877","50.8%","8112","49.8%","11276","50.9%","-1.2pp"
"Clockwork Percussionist","R","C","410492","5.20","90292","6.67","454651","81.5%","56.4%","81929","58.7%","100192","55.8%","182121","57.1%","272297","55.9%","1.2pp"
"Cursed Recording","R","R","75231","5.57","12327","7.72","14755","20.1%","51.6%","2502","49.8%","3858","50.3%","6360","50.1%","8391","52.6%","-2.5pp"
"Diversion Specialist","R","U","163196","5.21","27619","7.16","102307","61.5%","53.6%","16349","51.5%","24201","54.3%","40550","53.2%","61893","53.9%","-0.7pp"
"Enduring Courage","R","R","22937","1.93","11718","1.97","64549","90.6%","54.9%","10796","55.5%","15045","56.9%","25841","56.3%","38940","53.9%","2.4pp"
"Fear of Being Hunted","R","U","120022","3.74","32333","4.61","173995","87.3%","55.9%","29949","57.2%","38569","56.7%","68518","56.9%","105624","55.3%","1.6pp"
